office_id,lead_id,month,date,closing_balance,plus_record_count,minus_record_count,data_point,diff_closing_balance,size_in_a_month,plus_record_count_in_month,minus_record_count_in_month,latest_month
3995,3359,2022-11-01,2022-11-24,902112.000000000,1,0,True,,4,6,24,False
3995,3359,2022-11-01,2022-11-25,900698.000000000,1,5,True,-1414.000000000,4,6,24,False
3995,3359,2022-11-01,2022-11-26,900698.000000000,0,0,False,0E-9,4,6,24,False
3995,3359,2022-11-01,2022-11-27,900698.000000000,0,0,False,0E-9,4,6,24,False
3995,3359,2022-11-01,2022-11-28,8198.000000000,0,3,True,-892500.000000000,4,6,24,False
3995,3359,2022-11-01,2022-11-29,8198.000000000,0,0,False,0E-9,4,6,24,False
3995,3359,2022-11-01,2022-11-30,1981917.000000000,4,16,True,1973719.000000000,4,6,24,False
3995,3359,2022-12-01,2022-12-01,948257.000000000,0,3,True,-1033660.000000000,16,10,45,False
3995,3359,2022-12-01,2022-12-02,948257.000000000,0,0,False,0E-9,16,10,45,False
3995,3359,2022-12-01,2022-12-03,948257.000000000,0,0,False,0E-9,16,10,45,False
3995,3359,2022-12-01,2022-12-04,948257.000000000,0,0,False,0E-9,16,10,45,False
3995,3359,2022-12-01,2022-12-05,771605.000000000,1,3,True,-176652.000000000,16,10,45,False
3995,3359,2022-12-01,2022-12-06,771605.000000000,0,0,False,0E-9,16,10,45,False
3995,3359,2022-12-01,2022-12-07,771055.000000000,0,1,True,-550.000000000,16,10,45,False
3995,3359,2022-12-01,2022-12-08,936055.000000000,1,0,True,165000.000000000,16,10,45,False
3995,3359,2022-12-01,2022-12-09,1444255.000000000,1,0,True,508200.000000000,16,10,45,False
3995,3359,2022-12-01,2022-12-10,1444255.000000000,0,0,False,0E-9,16,10,45,False
3995,3359,2022-12-01,2022-12-11,1444255.000000000,0,0,False,0E-9,16,10,45,False
3995,3359,2022-12-01,2022-12-12,13665291.000000000,2,5,True,12221036.000000000,16,10,45,False
3995,3359,2022-12-01,2022-12-13,13665291.000000000,0,0,False,0E-9,16,10,45,False
3995,3359,2022-12-01,2022-12-14,13665291.000000000,0,0,False,0E-9,16,10,45,False
3995,3359,2022-12-01,2022-12-15,13665291.000000000,0,0,False,0E-9,16,10,45,False
3995,3359,2022-12-01,2022-12-16,13665291.000000000,0,0,False,0E-9,16,10,45,False
3995,3359,2022-12-01,2022-12-17,13665291.000000000,0,0,False,0E-9,16,10,45,False
3995,3359,2022-12-01,2022-12-18,13665291.000000000,0,0,False,0E-9,16,10,45,False
3995,3359,2022-12-01,2022-12-19,13661881.000000000,0,1,True,-3410.000000000,16,10,45,False
3995,3359,2022-12-01,2022-12-20,14279020.000000000,1,0,True,617139.000000000,16,10,45,False
3995,3359,2022-12-01,2022-12-21,12279020.000000000,0,1,True,-2000000.000000000,16,10,45,False
3995,3359,2022-12-01,2022-12-22,12181938.000000000,0,1,True,-97082.000000000,16,10,45,False
3995,3359,2022-12-01,2022-12-23,11169354.000000000,0,3,True,-1012584.000000000,16,10,45,False
3995,3359,2022-12-01,2022-12-24,11169354.000000000,0,0,False,0E-9,16,10,45,False
3995,3359,2022-12-01,2022-12-25,11169354.000000000,0,0,False,0E-9,16,10,45,False
3995,3359,2022-12-01,2022-12-26,10880524.000000000,0,3,True,-288830.000000000,16,10,45,False
3995,3359,2022-12-01,2022-12-27,11458055.000000000,2,1,True,577531.000000000,16,10,45,False
3995,3359,2022-12-01,2022-12-28,8461012.000000000,2,20,True,-2997043.000000000,16,10,45,False
3995,3359,2022-12-01,2022-12-29,7461012.000000000,0,1,True,-1000000.000000000,16,10,45,False
3995,3359,2022-12-01,2022-12-30,6949622.000000000,0,2,True,-511390.000000000,16,10,45,False
3995,3359,2022-12-01,2022-12-31,6949622.000000000,0,0,False,0E-9,16,10,45,False
3995,3359,2023-01-01,2023-01-01,6949622.000000000,0,0,False,0E-9,10,2,37,False
3995,3359,2023-01-01,2023-01-02,6949622.000000000,0,0,False,0E-9,10,2,37,False
3995,3359,2023-01-01,2023-01-03,6949622.000000000,0,0,False,0E-9,10,2,37,False
3995,3359,2023-01-01,2023-01-04,6503012.000000000,0,2,True,-446610.000000000,10,2,37,False
3995,3359,2023-01-01,2023-01-05,5326648.000000000,0,2,True,-1176364.000000000,10,2,37,False
3995,3359,2023-01-01,2023-01-06,5326648.000000000,0,0,False,0E-9,10,2,37,False
3995,3359,2023-01-01,2023-01-07,5326648.000000000,0,0,False,0E-9,10,2,37,False
3995,3359,2023-01-01,2023-01-08,5326648.000000000,0,0,False,0E-9,10,2,37,False
3995,3359,2023-01-01,2023-01-09,5326648.000000000,0,0,False,0E-9,10,2,37,False
3995,3359,2023-01-01,2023-01-10,5229664.000000000,0,2,True,-96984.000000000,10,2,37,False
3995,3359,2023-01-01,2023-01-11,5229664.000000000,0,0,False,0E-9,10,2,37,False
3995,3359,2023-01-01,2023-01-12,5229664.000000000,0,0,False,0E-9,10,2,37,False
3995,3359,2023-01-01,2023-01-13,5229664.000000000,0,0,False,0E-9,10,2,37,False
3995,3359,2023-01-01,2023-01-14,5229664.000000000,0,0,False,0E-9,10,2,37,False
3995,3359,2023-01-01,2023-01-15,5229664.000000000,0,0,False,0E-9,10,2,37,False
3995,3359,2023-01-01,2023-01-16,5229664.000000000,0,0,False,0E-9,10,2,37,False
3995,3359,2023-01-01,2023-01-17,5229664.000000000,0,0,False,0E-9,10,2,37,False
